Event ID,Message
4769,"A Kerberos service ticket was requested.Account Information: Account Name:  GEPAZPRODEUDRUP$@GEP.COM Account Domain:  GEP.COM Logon GUID:  {d935cc0a-10f3-3973-6544-ec7dcf2af5fd} MSDS-SupportedEncryptionTypes: N/A Available Keys: N/AService Information: Service Name:  krbtgt Service ID:  S-1-5-21-932416472-1581942402-1327342795-502 MSDS-SupportedEncryptionTypes: 0x1F (DES, RC4, AES128-SHA96, AES256-SHA96) Available Keys: AES-SHA1, RC4Domain Controller Information: MSDS-SupportedEncryptionTypes: 0x1F (DES, RC4, AES128-SHA96, AES256-SHA96) Available Keys: AES-SHA1, RC4Network Information: Client Address:  ::ffff:172.26.144.12 Client Port:  64203 Advertized Etypes:   AES256-CTS-HMAC-SHA1-96Additional Information: Ticket Options:  0x60810010 Ticket Encryption Type: 0x12 Session Encryption Type: 0x12 Failure Code:  0x0 Transited Services: -Ticket information Request ticket hash:  N/A Response ticket hash:  N/AThis event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120."
4771,"Kerberos pre-authentication failed.Account Information: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27937749 Account Name:  Joao.MateusService Information: Service Name:  krbtgt/GEPNetwork Information: Client Address:  ::ffff:172.26.52.9 Client Port:  52241Additional Information: Ticket Options:  0x40810010 Failure Code:  0x18 Pre-Authentication Type: 2Certificate Information: Certificate Issuer Name:   Certificate Serial Number:   Certificate Thumbprint:  Certificate information is only provided if a certificate was used for pre-authentication.Pre-authentication types, ticket options and failure codes are defined in RFC 4120.If the ticket was malformed or damaged during transit and could not be decrypted, then many fields in this event might not be present."
4776,"The computer attempted to validate the credentials for an account.

Authentication Package:	MICROSOFT_AUTHENTICATION_PACKAGE_V1_0
Logon Account:	$
Source Workstation:	USEAZInfoSecReport
Error Code:	0xC0000064"
4778,"A session was reconnected to a Window Station.Subject: Account Name:  Sivakumar.Reddyt1 Account Domain:  GEP Logon ID:  0xD8D1303Session: Session Name:  RDP-Tcp#108Additional Information: Client Name:  HYD-6G9ZNW3 Client Address:  172.28.72.5This event is generated when a user reconnects to an existing Terminal Services session, or when a user switches to an existing desktop using Fast User Switching."
4779,"A session was disconnected from a Window Station.Subject: Account Name:  laxman.vemunurit1 Account Domain:  GEP Logon ID:  0x550BD1A5Session: Session Name:  RDP-Tcp#92Additional Information: Client Name:  HYD-JDVP2N3 Client Address:  172.28.72.5This event is generated when a user disconnects from an existing Terminal Services session, or when a user switches away from an existing desktop using Fast User Switching."
4781,The name of an account was changed:Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27944641 Account Name:  miriam.reiserovat2 Account Domain:  GEP Logon ID:  0x112529756Target Account: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27925127 Account Domain:  GEP Old Account Name: CLK-9SX4LR3$ New Account Name: CLK-94PSCW3$Additional Information: Privileges:  -
4797,An attempt was made to query the existence of a blank password for an account.Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27951723 Account Name:  thirupathi.reddyt1 Account Domain:  GEP Logon ID:  0x146ED527Additional Information: Caller Workstation: USSPDDEVDB04 Target Account Name: WDAGUtilityAccount Target Account Domain: USSpdDevDB04
4798,A user's local group membership was enumerated.Subject: Security ID:  S-1-5-18 Account Name:  USEAZSPDFTP04$ Account Domain:  WORKGROUP Logon ID:  0x3E7User: Security ID:  S-1-5-21-580355598-3368204733-2967366707-1002 Account Name:  nessesscan Account Domain:  USEAZSPDFTP04Process Information: Process ID:  0x15ec Process Name:  C:\Windows\System32\wbem\WmiPrvSE.exe
4799,A security-enabled local group membership was enumerated.Subject: Security ID:  S-1-5-18 Account Name:  AZRUAEWSFTP$ Account Domain:  WORKGROUP Logon ID:  0x3E7Group: Security ID:  S-1-5-32-551 Group Name:  Backup Operators Group Domain:  BuiltinProcess Information: Process ID:  0x104c Process Name:  C:\Windows\System32\svchost.exe
4800,"The workstation was locked.

Subject:
	Security ID:		S-1-5-21-3772321609-3024441946-537470876-500
	Account Name:		prodsmart
	Account Domain:		USEAZSMARTFTP01
	Logon ID:		0x19F667AF
	Session ID:	2"
4801,"The workstation was unlocked.

Subject:
	Security ID:		S-1-5-21-932416472-1581942402-1327342795-9164
	Account Name:		srinivas.nunna
	Account Domain:		GEP
	Logon ID:		0x103CC5
	Session ID:	2"
4816,"RPC detected an integrity violation while decrypting an incoming message.

Peer Name:	172.20.13.208
Protocol Sequence:	ncacn_ip_tcp
Security Error:	2148074255"
4826,Boot Configuration Data loaded.Subject: Security ID:  S-1-5-18 Account Name:  - Account Domain:  - Logon ID:  0x3E7General Settings: Load Options:  - Advanced Options:  No Configuration Access Policy: Default System Event Logging: No Kernel Debugging: No VSM Launch Type: OffSignature Settings: Test Signing:  No Flight Signing:  No Disable Integrity Checks: NoHyperVisor Settings: HyperVisor Load Options: - HyperVisor Launch Type: Off HyperVisor Debugging: No
4902,"The Per-user audit policy table was created.

Number of Elements:	0
Policy ID:	0x74F2"
4904,An attempt was made to register a security event source.Subject : Security ID:  S-1-5-18 Account Name:  USEAZUATFTP$ Account Domain:  WORKGROUP Logon ID:  0x3E7Process: Process ID: 0x2ed4 Process Name: C:\Windows\System32\VSSVC.exeEvent Source: Source Name: VSSAudit Event Source ID: 0x6055E90E
4905,An attempt was made to unregister a security event source.Subject Security ID:  S-1-5-18 Account Name:  USEAZUATFTP$ Account Domain:  WORKGROUP Logon ID:  0x3E7Process: Process ID: 0x2ed4 Process Name: C:\Windows\System32\VSSVC.exeEvent Source: Source Name: VSSAudit Event Source ID: 0x6055E90E
4907,Auditing settings on object were changed.Subject: Security ID:  S-1-5-18 Account Name:  USEAZSMARTFTP01$ Account Domain:  WORKGROUP Logon ID:  0x3E7Object: Object Server: Security Object Type: File Object Name: C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\Microsoft.AppV.AppvClientComConsumer.dll Handle ID: 0x100Process Information: Process ID: 0x21e4 Process Name: C:\Windows\System32\poqexec.exeAuditing Settings: Original Security Descriptor: S:AINO_ACCESS_CONTROL New Security Descriptor:  S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)
4911,"Resource attributes of the object were changed.Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27951724 Account Name:  satish.sasettyt1 Account Domain:  GEP Logon ID:  0x721AFFAAObject: Object Server: Security Object Type: File Object Name: F:\Avinash\sqlserver2017-kb5042215-x64_7e226891f58ad9d37abe9d02d97f93ffda0f459c.exe Handle ID: 0x1d1cProcess Information: Process ID: 0x26f54 Process Name: C:\Windows\explorer.exeResource Attributes: Original Security Descriptor:  New Security Descriptor:  S:ARAI(RA;;;;;WD;(""IMAGELOAD"",TU,0x0,1))"
4932,"Synchronization of a replica of an Active Directory naming context has begun.Destination DRA: CN=NTDS Settings,CN=INDAZRSDC04,CN=Servers,CN=AZIND,CN=Sites,CN=Configuration,DC=gep,DC=comSource DRA: CN=NTDS Settings,CN=INDAZRSDC03,CN=Servers,CN=AZIND,CN=Sites,CN=Configuration,DC=gep,DC=comNaming Context: DC=gep,DC=comOptions:  19Session ID: 138880Start USN: 31232796"
4933,"Synchronization of a replica of an Active Directory naming context has ended.Destination DRA: CN=NTDS Settings,CN=INDAZRSDC04,CN=Servers,CN=AZIND,CN=Sites,CN=Configuration,DC=gep,DC=comSource DRA: CN=NTDS Settings,CN=INDAZRSDC03,CN=Servers,CN=AZIND,CN=Sites,CN=Configuration,DC=gep,DC=comNaming Context: DC=gep,DC=comOptions:  19Session ID: 138880End USN: 31232815Status Code: 0"
4944,The following policy was active when the Windows Firewall started.Group Policy Applied: NoProfile Used: PublicOperational mode: OnAllow Remote Administration: DisabledAllow Unicast Responses to Multicast/Broadcast Traffic: EnabledSecurity Logging: Log Dropped Packets: Disabled Log Successful Connections: Disabled
4945,"A rule was listed when the Windows Firewall started.
	
Profile used:	Public

Rule:
	Rule ID:	CoreNet-DHCP-In
	Rule Name:	Core Networking - Dynamic Host Configuration Protocol (DHCP-In)"
4946,"A change was made to the Windows Firewall exception list. A rule was added.
	
Profile Changed:	All

Added Rule:
	Rule ID:	09328e9c-41ad-4ce4-9d4f-7b778c4df3b3
	Rule Name:	Inbound service restriction rule for WinDefend"
4947,"A change was made to the Windows Firewall exception list. A rule was modified.
	
Profile Changed:	All

Modified Rule:
	Rule ID:	{0372CDC9-F040-4137-A5D9-1A53B49C5696}
	Rule Name:	489a3258-99f6-4b26-88bb-cdde5f17a5cf"
4948,"A change was made to the Windows Firewall exception list. A rule was deleted.
	
Profile Changed:	All

Deleted Rule:
	Rule ID:	002e324e-2c0e-4572-8730-c7653d0bd868
	Rule Name:	Outbound service restriction rule for WinDefend"
4953,"Windows Firewall ignored a rule because it could not be parsed.
	
Profile:	All

Reason for Rejection:	An error occurred.

Rule:
	ID:	MDEServer-1
	Name:	-"
4956,"Windows Firewall changed the active profile.

New Active Profile:	Domain"
4957,"Windows Firewall did not apply the following rule:

Rule Information:
	ID:	CoreNet-ICMP6-LD-In
	Name:	Core Networking - Multicast Listener Done (ICMPv6-In)

Error Information:
	Reason:	Remote Addresses resolved to an empty set."
4985,The state of a transaction has changed.Subject: Security ID:  S-1-5-18 Account Name:  USEAZUATFTP$ Account Domain:  WORKGROUP Logon ID:  0x3E7Transaction Information: RM Transaction ID: {f47146cb-0418-11f0-9bae-000d3a569fe0} New State:  52 Resource Manager: {147924dc-4c3b-11ee-be69-000d3aa4ac00}Process Information: Process ID:  0x26a0 Process Name:  C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.17763.7000_none_570cdffd9901f522\TiWorker.exe
5024,The Windows Firewall service started successfully.
5033,The Windows Firewall Driver started successfully.
5058,Key file operation.Subject: Security ID:  S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415 Account Name:  DefaultAppPool Account Domain:  IIS APPPOOL Logon ID:  0x137ACDProcess Information: Process ID:  7808 Process Creation Time: ?2025?-?03?-?19T10:15:44.341576500ZCryptographic Parameters: Provider Name: Microsoft Software Key Storage Provider Algorithm Name: UNKNOWN Key Name: iisCngConfigurationKey Key Type: Machine key.Key File Operation Information: File Path: C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_e42e5145-166b-4dcf-8731-0e290e38063f Operation: Read persisted key from file. Return Code: 0x0
5059,Key migration operation.Subject: Security ID:  S-1-5-18 Account Name:  AZRUAEWSFTP$ Account Domain:  WORKGROUP Logon ID:  0x3E7Process Information: Process ID:  2844 Process Creation Time: ?2025?-?03?-?12T03:55:36.264572600ZCryptographic Parameters: Provider Name: Microsoft Software Key Storage Provider Algorithm Name: RSA Key Name: bd7dc23e-4fb8-41c9-8302-6fb09fb717bb Key Type: Machine key.Additional Information: Operation: Export of persistent cryptographic key. Return Code: 0x0
5061,Cryptographic operation.Subject: Security ID:  S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415 Account Name:  DefaultAppPool Account Domain:  IIS APPPOOL Logon ID:  0x137ACDCryptographic Parameters: Provider Name: Microsoft Software Key Storage Provider Algorithm Name: SP800_108_CTR_HMAC Key Name: iisCngConfigurationKey Key Type: Machine key.Cryptographic Operation: Operation: Open Key. Return Code: 0x0
5074,A worker process with process id of '10232' serving application pool 'WSFTPSVR_WTM' has requested a recycle because the worker process reached its allowed processing time limit.
5136,"A directory service object was modified. Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27934124 Account Name:  HYD-5BLLNW3$ Account Domain:  GEP Logon ID:  0x1A63648B7Directory Service: Name: gep.com Type: Active Directory Domain Services Object: DN: CN=HYD-5BLLNW3,OU=WKS,OU=IND,DC=gep,DC=com GUID: {e287557b-2b54-46a3-ba51-cff10b2decd1} Class: computer Attribute: LDAP Display Name: servicePrincipalName Syntax (OID): 2.5.5.12 Value: TERMSRV/HYD-5BLLNW3 Operation: Type: Value Added Correlation ID: {ff4d69ad-e233-45c0-bbf8-d3544d1719ee} Application Correlation ID: -"
5137,"A directory service object was created. Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27943269 Account Name:  CLJ-6ZWNGY3$ Account Domain:  GEP Logon ID:  0xE062A99D Directory Service: Name: gep.com Type: Active Directory Domain Services Object: DN: CN=2025-03-19T12:08:59\+02:00{9A441A13-C190-4127-90C3-D158E042EBB9},CN=CLJ-6ZWNGY3,OU=WKS,OU=EUR,DC=gep,DC=com GUID: {c4b64a85-f8bb-40c3-a0c3-3e127267f27f} Class: msFVE-RecoveryInformation Operation: Correlation ID: {7cb74372-804b-454c-bf40-3d9b4f5da890} Application Correlation ID: -"
5139,"A directory service object was moved. Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27944648 Account Name:  ramakrishnayt2 Account Domain:  GEP Logon ID:  0x1A51C792B Directory Service: Name:  gep.com Type:  Active Directory Domain Services Object: Old DN:  CN=HYD-1K2FSX3,CN=Computers,DC=gep,DC=com New DN: CN=HYD-1K2FSX3,OU=WKS,OU=IND,DC=gep,DC=com GUID:  {fb39d4cb-3f37-4bca-ae51-b1c361469396} Class:  computer Operation: Correlation ID:   {4329503b-a019-4a94-887e-927118e0809f} Application Correlation ID: -"
5140,A network share object was accessed. Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27958595 Account Name:  MUM02L12288$ Account Domain:  GEP Logon ID:  0x1691FCE93Network Information:  Object Type:  File Source Address:  172.16.30.143 Source Port:  58368 Share Information: Share Name:  \\*\IPC$ Share Path:  Access Request Information: Access Mask:  0x1 Accesses:  ReadData (or ListDirectory)    
5141,"A directory service object was deleted. Subject: Security ID:  S-1-5-21-932416472-1581942402-1327342795-27944626 Account Name:  aniketbt2 Account Domain:  GEP Logon ID:  0x1A3F8690C Directory Service: Name: gep.com Type: Active Directory Domain Services Object: DN: CN=MUM02L8951,OU=WKS,OU=IND,DC=gep,DC=com GUID: {e1bfad76-ccb8-4f18-8d74-c6b2cd781438} Class: computer Operation: Tree Delete: No Correlation ID: {029cfc7f-412c-4ff1-a0f2-ec3928382513} Application Correlation ID: -"
5145,A network share object was checked to see whether client can be granted desired access. Subject: Security ID:  S-1-5-18 Account Name:  USE2AZRSDC03$ Account Domain:  GEP Logon ID:  0xADC331C4Network Information:  Object Type:  File Source Address:  ::1 Source Port:  49180 Share Information: Share Name:  \\*\SYSVOL Share Path:  \??\F:\SYSVOL\sysvol Relative Target Name: gep.com\Policies\{B653B210-D2AC-48A6-82F5-7AC223816D36}\Machine\Preferences\Registry\Registry.xmlAccess Request Information: Access Mask:  0x120089 Accesses:  READ_CONTROL    SYNCHRONIZE    ReadData (or ListDirectory)    ReadEA    ReadAttributes    Access Check Results: READ_CONTROL: Granted by Ownership    SYNCHRONIZE: Granted by D:(A;;0x1200a9;;;WD)    ReadData (or ListDirectory): Granted by D:(A;;0x1200a9;;;WD)    ReadEA: Granted by D:(A;;0x1200a9;;;WD)    ReadAttributes: Granted by D:(A;;0x1200a9;;;WD) 
5152,The Windows Filtering Platform has blocked a packet.Application Information: Process ID:  0 Application Name: -Network Information: Direction:  Inbound Source Address:  172.29.13.241 Source Port:  65037 Destination Address: 172.28.40.13 Destination Port:  389 Protocol:  6Filter Information: Filter Run-Time ID: 2046749 Layer Name:  Transport Layer Run-Time ID: 13
5156,The Windows Filtering Platform has permitted a connection.Application Information: Process ID:  1440 Application Name: \device\harddiskvolume4\windows\system32\svchost.exeNetwork Information: Direction:  Outbound Source Address:  ::1 Source Port:  56471 Destination Address: ::1 Destination Port:  389 Protocol:  6Filter Information: Filter Run-Time ID: 65853 Layer Name:  Connect Layer Run-Time ID: 50
5158,The Windows Filtering Platform has permitted a bind to a local port.Application Information: Process ID:  1440 Application Name: \device\harddiskvolume4\windows\system32\svchost.exeNetwork Information: Source Address:  :: Source Port:  56471 Protocol:  6Filter Information: Filter Run-Time ID: 0 Layer Name:  Resource Assignment Layer Run-Time ID: 38
5186,A worker process with process id of '10000' serving application pool 'WSFTPSVR_WTM' was shutdown due to inactivity.  Application Pool timeout configuration was set to 20 minutes.  A new worker process will be started when needed.
5211,The Windows Process Activation Service (WAS) started with 'Classic' mode using 'ConfigurationSystem'
5379,Credential Manager credentials were read.Subject: Security ID:  S-1-5-18 Account Name:  INDAZRSDC03$ Account Domain:  GEP Logon ID:  0x3E7 Read Operation:  Enumerate CredentialsThis event occurs when a user performs a read operation on stored credentials in Credential Manager.
5381,"Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-932416472-1581942402-1327342795-27941113
	Account Name:		Sachint0
	Account Domain:		GEP
	Logon ID:		0xCE4A413E

This event occurs when a user enumerates stored vault credentials."
5382,"Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-932416472-1581942402-1327342795-27941113
	Account Name:		Sachint0
	Account Domain:		GEP
	Logon ID:		0xCE4A413E

This event occurs when a user reads a stored vault credential."
5478,The IPsec Policy Agent service was started.
5615,Windows Management Instrumentation Service started sucessfully
5617,Windows Management Instrumentation Service subsystems initialized successfully
6000,The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.
6003,The winlogon notification subscriber <TrustedInstaller> was unavailable to handle a critical notification event.
6005,The Event log service was started.
6006,The Event log service was stopped.
6009,Microsoft (R) Windows (R) 10.00. 17763  Multiprocessor Free.
6013,The system uptime is 1017261 seconds.
6416,A new external device was recognized by the system.Subject: Security ID:  S-1-5-18 Account Name:  CLKWDCP01$ Account Domain:  GEP Logon ID:  0x3E7Device ID: SWD\WPDBUSENUM\{eeda6161-6404-11ee-9d08-806e6f6e6963}#0000000001000000Device Name: ADLOGClass ID:  {eec5ad98-8080-425f-922a-dabf3de3f69a}Class Name: WPDVendor IDs: -Compatible IDs:   wpdbusenum\fs  SWD\Generic    Location Information: -
7000,"The Group Policy Client service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
7001,User Logon Notification for Customer Experience Improvement Program
7002,User Logoff Notification for Customer Experience Improvement Program
7009,A timeout was reached (30000 milliseconds) while waiting for the Group Policy Client service to connect.
7011,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the filebeat service.
7023,"The Update Orchestrator Service service terminated with the following error: 
This operation returned because the timeout period expired."
7026,"The following boot-start or system-start driver(s) did not load: 
dam"
7031,The RdAgent service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 0 milliseconds: Restart the service.
7034,The filebeat service terminated unexpectedly.  It has done this 1 time(s).
7036,The AVCTP service service entered the running state.
7040,The start type of the BITS service was changed from demand start to auto start.
7043,The Windows Defender Advanced Threat Protection Service service did not shut down properly after receiving a preshutdown control.
7045,"A service was installed in the system.

Service Name:  KslD
Service File Name:  system32\drivers\wd\KslD.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
7046,The following service has repeatedly stopped responding to service control requests: filebeatContact the service vendor or the system administrator about whether to disable this service until the problem is identified.You may have to restart the computer in safe mode before you can disable the service.
8197,"SLUI.exe was launched with the following command-line parameters:
RuleId=379cccfb-d4e0-48fe-b0f2-0136097be147;Action=CleanupState;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=34e1ae55-27f8-4950-8877-7a03be5fb181;Trigger=TimerEvent"
8198,License Activation (slui.exe) failed with the following error code:hr=0x8007139FCommand-line arguments:RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=34e1ae55-27f8-4950-8877-7a03be5fb181;NotificationInterval=1440;Trigger=TimerEvent
8224,The VSS service is shutting down due to idle timeout. 
8229,"A VSS writer has rejected an event with error 0x800423f2, The writer's timeout expired between the Freeze and Thaw events.. Changes that the writer made to the writer components while handling the event will not be available to the requester. Check the event log for related events from the application hosting the VSS writer. Operation:   Thaw EventContext:   Execution Context: Writer   Writer Class Id: {afbab4a2-367d-4d15-a586-71dbb18f8485}   Writer Name: Registry Writer   Writer Instance ID: {bf6f9994-266d-4d2e-a530-1cf49163f96d}   Command Line: C:\Windows\system32\vssvc.exe   Process ID: 7208"
8230,The rules engine successfully re-evaluated the schedule.Kernel policies:Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2025/09/12:05:55:38;LastConsumptionReason=0x00000000;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=63DFG;ProductKeyType=Volume:GVLK;SkuId=34e1ae55-27f8-4950-8877-7a03be5fb181;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=ENVIRONMENT;volumeActivationOrder=normal
9027,The Desktop Window Manager has registered the session port.
10000,Starting session 0 - ?2025?-?02?-?27T05:44:20.412090500Z.
10001,Ending session 0 started ?2025?-?02?-?27T05:44:20.412090500Z.
10016,The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID {F87B28F1-DA9A-4F35-8EC0-800EFCF26B83} and APPID {0868DC9B-D9A2-4F64-9362-133CEA201299} to the user NT AUTHORITY\NETWORK SERVICE SID (S-1-5-20) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
10031,An unmarshaling policy check was performed when unmarshaling a custom marshaled object and the class {45FB4600-E6E8-4928-B25E-50476FF79425} was rejected
10148,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
10149,"The WinRM service is not listening for WS-Management requests. 

 User Action 
 If you did not intentionally stop the service, use the following command to see the WinRM configuration: 

 winrm enumerate winrm/config/listener"
11728,Product: Microsoft Azure Site Recovery Mobility Service/Master Target Server -- Configuration completed successfully.
12288,"The client has sent an activation request to the key management service machine.
Info:
0x00000000, 0x00000000, azkms.core.windows.net:1688, 6e456bb1-a472-489e-b68e-ca3993a06708, 2025/02/19 19:53, 1, 1, 247680, 34e1ae55-27f8-4950-8877-7a03be5fb181, 5"
12289,"The client has processed an activation response from the key management service machine.
Info:
0x00000000, 0x00000000, 1, 0, 50, 120, 10080, 2025/02/19 19:53"
16384,Successfully scheduled Software Protection service for re-start at 2025-02-19T19:52:48Z. Reason: RulesEngine.
16394,Offline downlevel migration succeeded.
16962,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
16977,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191."
16983,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956."
36871,A fatal error occurred while creating a TLS client credential. The internal error state is 10013.
36874,"An TLS 1.2 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed."
50036,DHCPv4 client service is started
50037,DHCPv4 client service is stopped. ShutDown Flag value is 1
50103,DHCPv4 client registered for shutdown notification
50104,DHCPv4 client received shutdown notification
50105,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
50106,DHCPv4 is waiting on DHCPv6 service to stop
51046,DHCPv6 client service is started
51047,DHCPv6 client service is stopped. ShutDown Flag value is 1
51057,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
